1,1
2,1
3,1
4,1
5,1
6,1
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,3
16,3
17,3
18,3
19,3
20,3
21,3
22,4
23,4
24,4
25,4
26,4
27,4
28,4
29,4
30,5
31,5
32,5
33,5
34,5
35,5
36,5
37,6
38,6
39,6
40,6
41,6
42,6
43,7
44,7
45,7
46,7
47,7
48,7
49,7
50,7
51,8
52,8
53,8
54,8
55,8
56,8
57,9
58,9
59,9
60,9
61,9
62,9
63,9
64,10
65,10
66,10
67,10
68,10
69,10
70,10
71,10
72,11
73,11
74,11
75,11
76,11
77,12
78,12
79,12
80,12
81,12
82,12
83,12
84,13
85,13
86,13
87,13
88,13
89,13
90,14
91,14
92,14
93,14
94,14
95,14
96,14
97,15
98,15
99,15
100,15
101,15
102,15
103,16
104,16
105,16
106,16
107,16
108,16
109,17
110,17
111,17
112,17
113,17
114,17
115,17
116,17
117,18
118,18
119,18
120,18
121,18
122,19
123,19
124,19
125,19
126,19
127,19
128,19
129,20
130,20
131,20
132,20
133,20
134,20
135,21
136,21
137,21
138,21
139,21
140,21
141,22
142,22
143,22
144,22
145,22
146,22
147,22
148,22
1,23
2,23
3,23
4,23
5,23
10,24
11,24
12,24
13,24
14,24
15,24
16,24
20,25
21,25
22,25
23,25
24,25
25,26
26,26
27,26
28,26
29,26
30,26
35,27
36,27
37,27
38,27
39,27
40,27
40,28
41,28
42,28
43,28
44,28
45,29
46,29
47,29
48,29
49,29
50,29
50,30
51,30
52,30
53,30
54,30
55,31
56,31
57,31
58,31
59,31
60,31
60,32
61,32
62,32
63,32
64,32
65,33
66,33
67,33
68,33
69,33
70,33
70,34
71,34
72,34
73,34
74,34
75,35
76,35
77,35
78,35
79,35
80,35
80,36
81,36
82,36
83,36
84,36
85,37
86,37
87,37
88,37
89,37
90,38
91,38
92,38
93,38
94,38
95,38
95,39
96,39
97,39
98,39
99,39
100,40
101,40
102,40
103,40
104,40
105,40
105,41
106,41
107,41
108,41
109,41
110,42
111,42
112,42
113,42
114,42
115,42
115,43
116,43
117,43
118,43
119,43
120,44
121,44
122,44
123,44
124,44
125,45
126,45
127,45
128,45
129,45
130,45
130,46
131,46
132,46
133,46
134,46
135,47
136,47
137,47
138,47
139,47
140,48
141,48
142,48
143,48
144,48
145,49
146,49
147,49
148,49
149,49
149,50
150,50
1,50
2,50
3,50
